"","id_ind","ind_sex","ind_age","ind_main_job_wage","ind_education_years"
"4701",4,NA,NA,NA,NA
"4702",5,1,25,165000,13
"4703",6,1,16,NA,NA
"4704",7,NA,NA,NA,NA
"4705",1,1,13,NA,NA
"4706",2,2,66,NA,3
"4707",3,1,90,NA,0
"4708",4,1,10,NA,NA
"4709",1,1,39,NA,4
"4710",2,2,35,NA,2
"4711",3,2,16,NA,NA
"4712",4,1,12,NA,NA
"4713",5,1,10,NA,NA
"4714",6,1,8,NA,0
"4715",7,1,17,NA,NA
"4716",8,1,19,NA,NA
"4717",9,1,5,NA,0
"4718",10,2,2,NA,NA
"4719",1,2,33,NA,7
"4720",2,2,13,NA,NA
"4721",3,1,10,NA,NA
"4722",4,2,7,NA,NA
"4723",5,1,35,NA,7
"4724",1,2,61,NA,7
"4725",2,NA,NA,NA,NA
"4726",3,NA,NA,NA,NA
"4727",4,NA,NA,NA,NA
"4728",5,1,21,70000,4
"4729",6,2,11,NA,NA
"4730",1,2,39,NA,7
"4731",2,1,18,180000,10
"4732",3,2,16,NA,7
"4733",4,2,15,NA,7
"4734",5,2,61,NA,7
"4735",1,1,63,NA,7
"4736",2,2,57,NA,0
"4737",3,NA,NA,NA,NA
"4738",4,1,15,NA,3
"4739",5,1,19,NA,10
"4740",6,2,NA,NA,NA
"4741",1,1,27,NA,11
"4742",2,2,26,NA,7
"4743",3,2,12,NA,NA
"4744",4,2,9,NA,NA
"4745",5,2,6,NA,NA
"4746",6,2,2,NA,NA
"4747",7,2,1,NA,NA
"4748",1,1,47,70000,7
"4749",2,2,46,40000,9
"4750",3,1,13,NA,NA
"4751",4,1,11,NA,NA
"4752",5,1,8,NA,NA
"4753",6,1,4,NA,NA
"4754",7,1,12,NA,NA
"4755",1,2,58,NA,4
"4756",2,1,29,8e+05,15
"4757",3,1,26,NA,15
"4758",4,2,20,NA,NA
"4759",5,1,15,NA,NA
"4760",6,2,25,NA,12
"4761",0,NA,NA,NA,NA
"4762",1,2,50,NA,1
"4763",2,1,18,NA,7
"4764",3,1,26,NA,11
"4765",4,2,12,NA,1
"4766",5,1,NA,NA,NA
"4767",6,2,76,NA,0
"4768",7,1,58,NA,4
"4769",1,NA,NA,NA,NA
"4770",2,2,81,NA,0
"4771",3,2,NA,NA,NA
"4772",4,1,17,NA,4
"4773",5,2,NA,NA,NA
"4774",6,2,13,NA,NA
"4775",7,2,46,NA,0
"4776",8,2,NA,NA,NA
"4777",9,1,19,NA,5
"4778",1,1,50,80000,10
"4779",2,2,38,NA,6
"4780",3,NA,NA,NA,NA
"4781",4,NA,NA,NA,NA
"4782",5,1,16,NA,NA
"4783",6,2,13,NA,NA
"4784",1,1,32,4e+06,15
"4785",2,2,25,NA,15
"4786",3,2,0,NA,NA
"4787",1,2,62,NA,12
"4788",2,1,NA,NA,NA
"4789",3,1,NA,NA,NA
"4790",4,2,NA,NA,NA
"4791",5,1,68,NA,9
"4792",6,1,60,NA,0
"4793",7,2,NA,NA,NA
"4794",8,1,89,NA,9
"4795",9,2,NA,NA,NA
"4796",10,2,NA,NA,NA
"4797",11,2,NA,NA,NA
"4798",12,1,35,NA,9
"4799",13,2,NA,NA,NA
"4800",1,2,NA,NA,NA
"4801",2,2,50,NA,7
"4802",3,1,NA,NA,NA
"4803",1,NA,NA,NA,NA
"4804",2,2,63,NA,2
"4805",3,1,31,70000,5
"4806",4,NA,NA,NA,NA
"4807",5,2,19,NA,6
"4808",6,1,27,120000,6
"4809",7,1,10,NA,NA
"4810",8,2,1,NA,NA
"4811",1,1,41,NA,7
"4812",2,2,39,NA,1
"4813",3,1,16,NA,NA
"4814",4,2,13,NA,NA
"4815",5,1,10,NA,NA
"4816",6,1,7,NA,NA
"4817",7,1,4,NA,0
"4818",8,1,1,NA,NA
"4819",1,1,44,NA,6
"4820",2,1,21,NA,NA
"4821",3,1,19,90000,7
"4822",4,1,9,NA,NA
"4823",5,2,8,NA,NA
"4824",6,2,17,NA,NA
"4825",7,1,20,NA,9
"4826",8,2,40,NA,0
"4827",9,2,6,NA,NA
"4828",10,NA,NA,NA,NA
"4829",11,NA,NA,NA,NA
"4830",12,1,3,NA,0
"4831",13,2,2,NA,NA
"4832",14,1,0,NA,NA
"4833",1,2,28,NA,4
"4834",2,1,33,90000,3
"4835",3,2,2,NA,NA
"4836",1,1,45,240000,5
"4837",2,2,40,NA,10
"4838",3,1,20,NA,NA
"4839",4,2,18,NA,NA
"4840",5,1,13,NA,NA
"4841",6,2,7,NA,NA
"4842",1,1,63,NA,12
"4843",2,2,61,NA,9
"4844",3,1,18,NA,NA
"4845",4,1,37,NA,9
"4846",5,1,14,NA,NA
"4847",6,1,16,NA,NA
"4848",7,2,10,NA,NA
"4849",8,2,9,NA,NA
"4850",1,1,47,NA,11
"4851",2,2,42,NA,7
"4852",3,1,15,NA,NA
"4853",4,2,19,NA,NA
"4854",5,1,11,NA,NA
"4855",6,1,14,NA,NA
"4856",1,1,32,NA,12
"4857",2,NA,NA,NA,NA
"4858",3,NA,NA,NA,NA
"4859",4,1,3,NA,0
"4860",1,1,72,NA,0
"4861",2,2,67,NA,0
"4862",3,1,10,NA,NA
"4863",4,2,13,NA,NA
"4864",1,2,45,NA,3
"4865",2,1,18,NA,NA
"4866",3,NA,NA,NA,NA
"4867",4,1,24,NA,NA
"4868",5,NA,NA,NA,NA
"4869",6,2,15,NA,NA
"4870",7,NA,NA,NA,NA
"4871",8,NA,NA,NA,NA
"4872",1,2,28,NA,11
"4873",2,1,31,7e+05,13
"4874",3,NA,NA,NA,NA
"4875",4,1,1,NA,NA
"4876",1,2,74,NA,0
"4877",1,1,21,3e+05,7
"4878",2,2,19,NA,11
"4879",3,2,2,NA,NA
"4880",1,2,23,NA,10
"4881",2,1,23,3e+05,12
"4882",3,1,4,NA,NA
"4883",1,2,33,0,12
"4884",2,1,8,NA,NA
"4885",3,2,4,NA,NA
"4886",4,1,16,NA,NA
"4887",1,1,33,5e+05,12
"4888",2,2,27,NA,12
"4889",3,1,5,NA,NA
"4890",4,2,15,NA,NA
"4891",1,1,43,463325,12
"4892",2,2,39,NA,10
"4893",3,1,13,NA,NA
"4894",4,1,13,NA,NA
"4895",5,2,15,NA,NA
"4896",1,2,66,NA,0
"4897",2,1,14,NA,4
"4898",3,2,10,NA,NA
"4899",4,1,9,NA,NA
"4900",5,2,NA,NA,NA
"4901",6,2,20,NA,11
"4902",7,1,11,NA,NA
"4903",1,2,21,NA,8
"4904",2,1,22,NA,11
"4905",3,2,2,NA,NA
"4906",1,2,24,NA,6
"4907",2,1,NA,NA,NA
"4908",3,1,6,NA,NA
"4909",4,2,3,NA,0
"4910",1,1,23,NA,6
"4911",4,1,18,NA,7
"4912",5,2,12,NA,NA
"4913",1,1,57,NA,7
"4914",2,2,55,NA,2
"4915",3,NA,NA,NA,NA
"4916",4,2,25,NA,NA
"4917",5,1,20,NA,NA
"4918",6,2,17,NA,NA
"4919",7,1,15,NA,NA
"4920",8,2,11,NA,0
"4921",9,NA,NA,NA,NA
"4922",11,NA,NA,NA,NA
"4923",12,1,1,NA,NA
"4924",1,2,53,NA,0
"4925",2,NA,NA,NA,NA
"4926",3,NA,NA,NA,NA
"4927",4,NA,NA,NA,NA
"4928",1,1,59,120000,0
"4929",2,2,57,NA,0
"4930",3,2,21,70000,5
"4931",4,2,18,NA,4
"4932",5,NA,NA,NA,NA
"4933",6,2,4,NA,0
"4934",7,2,2,NA,NA
"4935",1,1,46,NA,11
"4936",2,2,41,NA,7
"4937",3,1,19,NA,NA
"4938",4,1,18,NA,NA
"4939",5,1,15,NA,NA
"4940",6,1,13,NA,NA
"4941",7,1,12,NA,NA
"4942",8,2,11,NA,NA
"4943",9,1,8,NA,NA
"4944",10,NA,NA,NA,NA
"4945",11,1,16,NA,NA
"4946",1,2,60,NA,0
"4947",2,1,21,NA,5
"4948",3,NA,NA,NA,NA
"4949",4,1,7,NA,NA
"4950",1,1,37,480000,12
"4951",2,2,35,NA,11
"4952",3,1,11,NA,NA
"4953",4,1,9,NA,NA
"4954",1,2,65,NA,0
"4955",2,2,7,NA,NA
"4956",1,2,63,NA,0
"4957",2,NA,NA,NA,NA
"4958",3,2,19,NA,NA
"4959",4,1,18,NA,NA
"4960",5,NA,NA,NA,NA
"4961",6,NA,NA,NA,NA
"4962",7,1,8,NA,0
"4963",8,1,6,NA,0
"4964",9,NA,NA,NA,NA
"4965",1,2,30,NA,7
"4966",2,NA,NA,NA,NA
"4967",3,NA,NA,NA,NA
"4968",4,1,38,NA,12
"4969",5,1,10,NA,NA
"4970",6,1,10,NA,NA
"4971",7,2,8,NA,NA
"4972",8,2,5,NA,NA
"4973",9,2,69,NA,5
"4974",10,1,0,NA,NA
"4975",1,1,25,90000,6
"4976",2,2,22,NA,6
"4977",3,1,3,NA,0
"4978",4,2,0,NA,NA
"4979",1,2,53,NA,7
"4980",3,2,NA,NA,NA
"4981",4,2,11,NA,NA
"4982",5,2,NA,NA,NA
"4983",1,1,59,NA,4
"4984",2,2,56,NA,1
"4985",3,2,32,NA,9
"4986",4,2,27,380000,12
"4987",5,2,13,NA,NA
"4988",6,2,11,NA,NA
"4989",7,2,11,NA,NA
"4990",8,1,14,NA,4
"4991",9,2,NA,NA,NA
"4992",1,2,71,NA,0
"4993",2,NA,NA,NA,NA
"4994",3,1,21,NA,6
"4995",4,1,19,NA,NA
"4996",5,NA,NA,NA,NA
"4997",6,NA,NA,NA,NA
"4998",7,NA,NA,NA,NA
"4999",1,NA,NA,NA,NA
"5000",2,1,47,425000,12
"5001",3,1,3,NA,0
"5002",1,1,48,NA,11
"5003",2,2,38,80000,7
"5004",3,1,15,NA,NA
"5005",4,2,20,168000,12
"5006",5,NA,NA,NA,NA
"5007",6,2,3,NA,NA
"5008",7,2,17,NA,NA
"5009",1,1,66,NA,2
"5010",2,2,51,NA,4
"5011",3,2,20,NA,11
"5012",4,1,16,NA,NA
"5013",5,1,7,NA,NA
"5014",6,1,13,NA,NA
"5015",7,2,4,NA,NA
"5016",8,2,NA,NA,NA
"5017",9,1,NA,NA,NA
"5018",1,2,19,NA,2
"5019",2,1,23,NA,0
"5020",1,2,48,NA,0
"5021",2,NA,NA,NA,NA
"5022",3,1,16,20000,NA
"5023",4,1,13,NA,NA
"5024",5,1,11,NA,2
"5025",6,2,9,NA,0
"5026",7,NA,NA,NA,NA
"5027",8,2,5,NA,0
"5028",1,2,33,NA,0
"5029",2,1,9,NA,NA
"5030",3,1,7,NA,0
"5031",4,2,3,NA,NA
"5032",5,1,42,NA,7
"5033",1,2,NA,NA,NA
"5034",2,2,46,NA,11
"5035",3,1,23,NA,NA
"5036",4,2,21,NA,NA
"5037",5,1,8,NA,NA
"5038",6,NA,NA,NA,NA
"5039",7,NA,NA,NA,NA
"5040",8,NA,NA,NA,NA
"5041",1,2,24,NA,11
"5042",2,1,28,7e+05,11
"5043",3,1,4,NA,NA
"5044",4,NA,NA,NA,NA
"5045",5,2,2,NA,NA
"5046",1,2,34,3e+05,10
"5047",2,NA,NA,NA,NA
"5048",3,1,NA,NA,NA
"5049",4,2,9,NA,NA
"5050",5,1,7,NA,NA
"5051",6,NA,NA,NA,NA
"5052",7,1,0,NA,NA
"5053",8,2,2,NA,NA
"5054",1,1,72,NA,0
"5055",2,2,60,NA,0
"5056",3,1,19,3e+05,7
"5057",4,2,15,NA,NA
"5058",5,2,14,NA,NA
"5059",6,1,NA,NA,NA
"5060",1,2,58,NA,0
"5061",2,1,23,120000,5
"5062",3,1,20,NA,5
"5063",4,1,18,NA,NA
"5064",5,2,13,NA,NA
"5065",6,1,9,NA,NA
"5066",7,1,3,NA,0
"5067",8,1,8,NA,NA
"5068",9,2,22,NA,8
"5069",10,1,65,NA,6
"5070",11,1,1,NA,NA
"5071",1,2,89,NA,0
"5072",2,1,48,NA,7
"5073",3,2,40,NA,0
"5074",4,NA,NA,NA,NA
"5075",5,1,25,NA,NA
"5076",6,2,23,NA,11
"5077",7,1,19,NA,NA
"5078",8,NA,NA,NA,NA
"5079",9,1,18,NA,NA
"5080",10,1,16,NA,NA
"5081",11,1,14,NA,NA
"5082",12,2,12,NA,NA
"5083",13,2,8,NA,NA
"5084",14,1,4,NA,NA
"5085",15,1,30,80000,7
"5086",16,2,56,NA,4
"5087",17,1,48,80000,0
"5088",18,1,2,NA,NA
"5089",1,2,24,NA,6
"5090",2,1,29,NA,11
"5091",3,2,7,NA,NA
"5092",4,2,5,NA,NA
"5093",5,1,1,NA,NA
"5094",1,1,33,5e+06,15
"5095",2,2,31,850000,15
"5096",3,1,8,NA,NA
"5097",4,1,5,NA,NA
"5098",5,1,2,NA,NA
"5099",6,1,21,250000,12
"5100",1,1,74,NA,3
"5101",2,NA,NA,NA,NA
"5102",3,1,9,NA,NA
"5103",4,NA,NA,NA,NA
"5104",5,2,46,NA,0
"5105",6,2,12,NA,NA
"5106",1,2,73,NA,0
"5107",2,1,13,NA,4
"5108",3,1,11,NA,4
"5109",4,2,NA,NA,NA
"5110",5,2,7,NA,NA
"5111",6,1,5,NA,0
"5112",1,1,82,NA,6
"5113",2,2,75,NA,9
"5114",3,1,14,NA,NA
"5115",4,NA,NA,NA,NA
"5116",5,NA,NA,NA,NA
"5117",6,1,11,NA,NA
"5118",7,1,10,NA,NA
"5119",8,1,8,NA,NA
"5120",0,NA,NA,NA,NA
"5121",1,2,58,NA,7
"5122",2,2,NA,NA,NA
"5123",3,2,25,NA,15
"5124",4,1,14,NA,NA
"5125",5,2,NA,NA,NA
"5126",6,2,NA,NA,NA
"5127",7,1,69,NA,12
"5128",1,2,55,NA,7
"5129",2,2,18,NA,NA
"5130",3,2,10,NA,NA
"5131",4,1,6,NA,NA
"5132",5,2,4,NA,NA
"5133",1,1,24,NA,11
"5134",2,2,21,NA,7
"5135",3,1,0,NA,NA
"5136",1,1,54,8e+05,12
"5137",2,2,58,NA,7
"5138",3,NA,NA,NA,NA
"5139",4,1,22,NA,NA
"5140",5,2,20,NA,NA
"5141",6,1,18,NA,11
"5142",7,NA,NA,NA,NA
"5143",1,2,29,NA,NA
"5144",2,1,29,NA,NA
"5145",3,2,2,NA,NA
"5146",1,1,48,70000,5
"5147",2,1,18,NA,4
"5148",3,2,30,NA,3
"5149",4,1,5,NA,0
"5150",5,2,2,NA,NA
"5151",1,1,36,450000,12
"5152",2,2,32,NA,12
"5153",3,1,8,NA,NA
"5154",4,1,6,NA,NA
"5155",5,2,4,NA,0
"5156",6,1,2,NA,NA
"5157",7,2,15,NA,NA
"5158",8,2,10,NA,NA
"5159",1,1,3,NA,0
"5160",2,2,18,NA,9
"5161",3,2,23,NA,NA
"5162",4,1,20,NA,NA
"5163",5,2,48,NA,5
"5164",6,1,15,NA,NA
"5165",7,1,12,NA,NA
"5166",8,2,6,NA,NA
"5167",9,1,51,NA,6
"5168",10,2,7,NA,NA
"5169",11,1,1,NA,NA
"5170",1,1,56,8e+05,12
"5171",2,1,25,5e+05,15
"5172",3,1,21,NA,13
"5173",4,1,19,NA,NA
"5174",5,1,16,NA,NA
"5175",1,2,61,NA,1
"5176",2,2,41,NA,2
"5177",3,1,5,NA,0
"5178",1,2,NA,NA,NA
"5179",2,1,22,190000,2
"5180",3,2,17,NA,9
"5181",1,1,50,NA,0
"5182",2,2,38,6000,0
"5183",3,1,26,30000,4
"5184",4,1,22,45000,2
"5185",5,2,17,NA,0
"5186",6,2,12,NA,0
"5187",7,2,9,NA,0
"5188",1,1,41,NA,6
"5189",2,2,35,NA,8
"5190",3,1,19,NA,0
"5191",4,1,13,NA,NA
"5192",5,1,11,NA,NA
"5193",6,1,9,NA,NA
"5194",7,1,16,NA,NA
"5195",8,2,6,NA,NA
"5196",9,1,2,NA,NA
"5197",1,1,29,580000,12
"5198",2,1,17,NA,NA
"5199",3,NA,NA,NA,NA
"5200",4,NA,NA,NA,NA
"5201",5,2,NA,NA,NA
"5202",6,1,NA,NA,NA
"5203",1,NA,NA,NA,NA
"5204",2,1,28,3e+05,4
"5205",3,NA,NA,NA,NA
"5206",4,NA,NA,NA,NA
"5207",1,2,27,NA,3
"5208",2,2,9,NA,NA
"5209",3,1,6,NA,0
"5210",4,1,3,NA,0
"5211",5,2,1,NA,NA
"5212",1,1,75,NA,3
"5213",2,NA,NA,NA,NA
"5214",3,NA,NA,NA,NA
"5215",4,NA,NA,NA,NA
"5216",5,NA,NA,NA,NA
"5217",6,1,17,NA,NA
"5218",7,1,16,NA,NA
"5219",1,1,39,3e+05,7
"5220",2,2,32,NA,4
"5221",3,1,4,NA,NA
"5222",4,2,2,NA,NA
"5223",1,1,35,NA,9
"5224",2,NA,NA,NA,NA
"5225",3,NA,NA,NA,NA
"5226",4,NA,NA,NA,NA
"5227",5,NA,NA,NA,NA
"5228",6,NA,NA,NA,NA
"5229",1,1,37,450000,10
"5230",2,NA,NA,NA,NA
"5231",3,2,24,NA,5
"5232",4,NA,NA,NA,NA
"5233",5,1,5,NA,NA
"5234",6,1,1,NA,NA
"5235",1,1,37,NA,8
"5236",2,2,31,NA,11
"5237",3,1,11,NA,NA
"5238",4,1,10,NA,NA
"5239",5,1,7,NA,NA
"5240",6,2,5,NA,NA
"5241",7,2,3,NA,0
"5242",8,1,1,NA,NA
"5243",1,2,48,NA,0
"5244",2,2,6,NA,0
"5245",3,1,49,NA,10
"5246",4,1,2,NA,NA
"5247",1,1,46,NA,6
"5248",2,2,28,NA,6
"5249",3,2,15,NA,NA
"5250",4,NA,NA,NA,NA
"5251",5,1,12,NA,NA
"5252",6,2,9,NA,NA
"5253",7,2,7,NA,NA
"5254",8,1,NA,NA,NA
"5255",9,1,3,NA,0
"5256",10,1,1,NA,NA
"5257",1,2,33,NA,6
"5258",2,1,12,NA,NA
"5259",3,1,9,NA,NA
"5260",4,2,7,NA,NA
"5261",5,1,2,NA,NA
"5262",6,1,33,NA,11
"5263",1,1,48,NA,8
"5264",2,2,49,NA,11
"5265",3,NA,NA,NA,NA
"5266",4,2,19,NA,NA
"5267",5,2,15,NA,NA
"5268",6,1,13,NA,NA
"5269",7,NA,NA,NA,NA
"5270",8,1,8,NA,NA
"5271",9,2,6,NA,NA
"5272",10,1,4,NA,NA
"5273",1,2,21,120000,10
"5274",1,1,24,NA,11
"5275",2,NA,NA,NA,NA
"5276",3,NA,NA,NA,NA
"5277",4,2,22,NA,NA
"5278",5,1,18,NA,11
"5279",6,2,55,NA,2
"5280",7,2,7,NA,NA
"5281",8,1,10,NA,NA
"5282",9,2,31,NA,12
"5283",10,1,58,NA,7
"5284",1,1,39,NA,12
"5285",2,2,38,NA,12
"5286",3,2,17,NA,NA
"5287",4,1,15,NA,NA
"5288",5,2,11,NA,NA
"5289",1,2,56,NA,4
"5290",2,1,25,NA,3
"5291",3,NA,NA,NA,NA
"5292",4,NA,NA,NA,NA
"5293",5,NA,NA,NA,NA
"5294",6,NA,NA,NA,NA
"5295",7,NA,NA,NA,NA
"5296",8,NA,NA,NA,NA
"5297",9,NA,NA,NA,NA
"5298",10,NA,NA,NA,NA
"5299",11,NA,NA,NA,NA
"5300",12,1,4,NA,NA
"5301",1,1,50,495500,12
"5302",2,2,30,NA,4
"5303",3,2,10,NA,NA
"5304",4,2,6,NA,0
"5305",5,1,3,NA,0
"5306",6,1,0,NA,NA
"5307",1,1,47,NA,6
"5308",2,2,41,NA,2
"5309",3,1,22,NA,7
"5310",4,NA,NA,NA,NA
"5311",5,2,13,NA,NA
"5312",6,1,10,NA,NA
"5313",7,1,7,NA,NA
"5314",8,1,3,NA,0
"5315",1,1,44,NA,5
"5316",2,2,31,NA,6
"5317",3,1,19,NA,NA
"5318",4,1,16,NA,NA
"5319",5,2,15,NA,NA
"5320",6,2,11,NA,NA
"5321",7,1,8,NA,0
"5322",8,2,6,NA,0
"5323",9,2,1,NA,NA
"5324",1,2,69,NA,0
"5325",2,1,44,250000,3
"5326",3,2,37,NA,2
"5327",4,1,24,NA,NA
"5328",5,1,22,NA,NA
"5329",6,2,22,NA,6
"5330",7,2,12,NA,NA
"5331",8,2,10,NA,NA
"5332",9,2,7,NA,NA
"5333",10,2,6,NA,NA
"5334",11,2,2,NA,NA
"5335",1,1,59,490000,12
"5336",1,1,63,NA,9
"5337",2,2,53,NA,6
"5338",3,1,29,NA,12
"5339",4,NA,NA,NA,NA
"5340",5,1,13,NA,NA
"5341",6,NA,NA,NA,NA
"5342",7,NA,NA,NA,NA
"5343",8,2,2,NA,NA
"5344",1,1,56,1e+06,12
"5345",2,2,52,NA,12
"5346",3,1,24,NA,NA
"5347",4,2,23,NA,NA
"5348",5,1,18,NA,NA
"5349",6,1,15,NA,NA
"5350",7,1,26,6e+05,15
"5351",8,1,NA,NA,NA
"5352",9,1,24,NA,NA
"5353",10,1,22,224000,12
"5354",11,2,24,NA,15
"5355",12,1,5,NA,NA
"5356",13,1,16,NA,12
"5357",14,2,20,NA,NA
"5358",1,1,36,NA,4
"5359",2,2,NA,NA,NA
"5360",3,1,3,NA,NA
"5361",1,2,43,NA,3
"5362",2,1,NA,NA,NA
"5363",1,2,36,150000,5
"5364",2,2,12,NA,NA
"5365",3,2,10,NA,NA
"5366",1,2,50,NA,0
"5367",2,NA,NA,NA,NA
"5368",3,2,5,NA,NA
"5369",4,1,5,NA,NA
"5370",1,1,39,6e+05,5
"5371",2,NA,NA,NA,NA
"5372",3,1,8,NA,NA
"5373",4,NA,NA,NA,NA
"5374",5,2,30,NA,1
"5375",2,1,33,0,12
"5376",3,2,32,NA,6
"5377",1,1,54,150000,11
"5378",2,NA,NA,NA,NA
"5379",3,NA,NA,NA,NA
"5380",4,NA,NA,NA,NA
"5381",5,NA,NA,NA,NA
"5382",6,NA,NA,NA,NA
"5383",1,2,34,NA,7
"5384",2,NA,NA,NA,NA
"5385",3,NA,NA,NA,NA
"5386",4,1,30,NA,6
"5387",5,2,0,NA,NA
"5388",1,1,42,2e+05,5
"5389",2,2,33,NA,11
"5390",3,1,15,NA,NA
"5391",4,2,10,NA,NA
"5392",5,1,10,NA,NA
"5393",6,1,7,NA,NA
"5394",7,1,5,NA,NA
"5395",8,2,NA,NA,NA
"5396",1,1,39,NA,3
"5397",2,2,34,NA,7
"5398",3,1,16,NA,NA
"5399",4,1,11,NA,NA
"5400",5,1,10,NA,NA
"5401",6,2,8,NA,NA
"5402",7,1,7,NA,NA
"5403",8,2,2,NA,NA
"5404",9,2,15,NA,NA
"5405",1,1,NA,NA,NA
"5406",2,2,79,NA,0
"5407",3,NA,NA,NA,NA
"5408",4,NA,NA,NA,NA
"5409",5,2,42,NA,4
"5410",6,1,25,250000,11
"5411",7,1,24,NA,NA
"5412",8,1,22,NA,11
"5413",9,2,20,NA,11
"5414",10,1,16,NA,NA
"5415",11,2,13,NA,NA
"5416",12,NA,NA,NA,NA
"5417",13,1,NA,NA,NA
"5418",14,NA,NA,NA,NA
"5419",15,2,25,NA,NA
"5420",16,1,NA,NA,NA
"5421",17,1,20,NA,NA
"5422",18,1,7,NA,NA
"5423",19,NA,NA,NA,NA
"5424",1,2,44,NA,6
"5425",2,2,98,NA,0
"5426",3,1,21,NA,NA
"5427",4,2,9,NA,NA
"5428",5,2,22,NA,9
"5429",6,1,51,NA,9
"5430",7,1,14,NA,NA
"5431",8,1,8,NA,NA
"5432",9,2,NA,NA,NA
"5433",10,2,NA,NA,NA
"5434",11,2,NA,NA,NA
"5435",12,1,NA,NA,NA
"5436",1,1,44,360000,11
"5437",1,2,40,224000,10
"5438",2,1,17,NA,NA
"5439",3,2,12,NA,NA
"5440",4,1,10,NA,NA
"5441",5,1,NA,NA,NA
"5442",6,1,NA,NA,NA
"5443",7,2,22,NA,13
"5444",8,1,1,NA,NA
"5445",9,1,NA,NA,NA
"5446",1,1,33,150000,12
"5447",2,2,26,NA,5
"5448",3,1,9,NA,NA
"5449",4,2,7,NA,NA
"5450",5,1,4,NA,0
"5451",1,2,30,NA,5
"5452",2,1,8,NA,NA
"5453",3,1,7,NA,NA
"5454",4,1,3,NA,0
"5455",5,2,61,NA,6
"5456",6,1,1,NA,NA
"5457",1,1,39,NA,13
"5458",2,NA,NA,NA,NA
"5459",3,2,4,NA,NA
"5460",1,1,79,NA,3
"5461",1,1,19,NA,5
"5462",2,NA,NA,NA,NA
"5463",3,NA,NA,NA,NA
"5464",4,2,10,NA,NA
"5465",5,2,12,NA,NA
"5466",6,1,14,NA,NA
"5467",7,2,41,NA,3
"5468",8,1,2,NA,NA
"5469",9,1,49,NA,13
"5470",1,1,50,NA,4
"5471",2,NA,NA,NA,NA
"5472",3,NA,NA,NA,NA
"5473",4,NA,NA,NA,NA
"5474",5,NA,NA,NA,NA
"5475",6,1,19,NA,NA
"5476",7,1,16,NA,NA
"5477",8,2,12,NA,NA
"5478",9,NA,NA,NA,NA
"5479",10,NA,NA,NA,NA
"5480",11,2,27,NA,4
"5481",12,1,2,NA,NA
"5482",1,2,22,NA,10
"5483",2,2,5,NA,NA
"5484",3,1,31,NA,6
"5485",4,2,1,NA,NA
"5486",1,2,53,914088,15
"5487",2,1,31,NA,12
"5488",3,2,28,NA,12
"5489",4,2,NA,NA,NA
"5490",5,1,21,NA,12
"5491",6,2,16,NA,NA
"5492",7,2,12,NA,NA
"5493",8,1,NA,NA,NA
"5494",9,2,2,NA,NA
"5495",10,1,NA,NA,NA
"5496",11,2,NA,NA,NA
"5497",12,1,55,NA,11
"5498",1,1,59,NA,7
"5499",2,2,53,NA,0
"5500",3,2,26,0,12
"5501",4,NA,NA,NA,NA
"5502",5,2,21,NA,7
"5503",6,2,18,NA,7
"5504",7,1,15,NA,NA
"5505",8,2,13,NA,NA
"5506",9,1,NA,NA,NA
"5507",10,2,29,NA,7
"5508",1,1,37,0,5
"5509",2,2,39,NA,7
"5510",3,2,19,NA,11
"5511",4,1,18,NA,NA
"5512",5,2,11,NA,NA
"5513",6,2,7,NA,NA
"5514",7,1,15,NA,NA
"5515",1,2,74,NA,0
"5516",2,2,38,NA,6
"5517",3,2,13,NA,NA
"5518",4,2,11,NA,NA
"5519",5,1,8,NA,NA
"5520",6,2,4,NA,0
"5521",1,2,85,NA,3
"5522",2,1,13,NA,NA
"5523",1,1,36,NA,7
"5524",2,2,33,NA,7
"5525",3,1,13,NA,NA
"5526",4,2,11,NA,NA
"5527",5,2,9,NA,NA
"5528",6,1,7,NA,0
"5529",7,2,4,NA,0
"5530",8,1,2,NA,NA
"5531",9,2,0,NA,NA
"5532",1,2,20,120000,4
"5533",2,1,25,45000,5
"5534",3,1,5,NA,NA
"5535",4,1,3,NA,0
"5536",5,2,1,NA,NA
"5537",1,1,50,NA,11
"5538",2,2,45,NA,9
"5539",3,1,17,NA,NA
"5540",4,2,69,NA,6
"5541",5,1,11,NA,NA
"5542",6,NA,NA,NA,NA
"5543",7,2,4,NA,NA
"5544",1,2,67,NA,4
"5545",2,1,23,NA,11
"5546",3,2,16,NA,NA
"5547",4,2,17,NA,9
"5548",5,1,13,NA,NA
"5549",6,1,6,NA,NA
"5550",1,2,17,NA,NA
"5551",2,1,82,NA,3
"5552",3,2,70,NA,0
"5553",1,2,56,NA,6
"5554",2,2,NA,NA,NA
"5555",3,2,NA,NA,NA
"5556",4,2,NA,NA,NA
"5557",5,2,19,NA,NA
"5558",6,1,17,NA,4
"5559",7,2,17,40000,NA
"5560",8,1,5,NA,NA
"5561",9,2,15,NA,NA
"5562",10,1,12,NA,NA
"5563",11,1,3,NA,0
"5564",12,2,8,NA,NA
"5565",0,NA,NA,NA,NA
"5566",1,2,15,NA,NA
"5567",2,2,11,NA,NA
"5568",3,2,10,NA,NA
"5569",4,2,38,NA,7
"5570",5,1,20,NA,NA
"5571",6,1,7,NA,NA
"5572",7,1,18,NA,NA
"5573",1,1,31,NA,6
"5574",2,2,26,NA,6
